Dataset Title,API Field Name,Description,Data Type
Electricity Revenue by Utility in US,resrev,Revenues from residential customers (in thousands of dollars). Residential revenue is the billed amount.,Number
Electricity Revenue by Utility in US,ressales,Electricity sales to residential customers (in megawatthours). Residential sales is the billed amount.,Number
Electricity Revenue by Utility in US,rescust,"Number of residential consumers (meters, or customer accounts). Note: Each residential customer in an aggregated account (as for a residential buying cooperative) should be counted as a separate customer, if metered separately.",Number
Electricity Revenue by Utility in US,resprice,Price in cents per kilowatt hour for residential consumers (calculated),Number
Electricity Revenue by Utility in US,comrev,Revenues from commercial customers (in thousands of dollars). Commercial revenue is the billed amount including demand revenue.,Number
Electricity Revenue by Utility in US,comsales,Electricity sales to commercial customers (in megawatthours).,Number
Electricity Revenue by Utility in US,comcust,"Number of commercial consumers (meters, or customer accounts). Note: Each location in an aggregated account (as all restaurants in a chain) should be counted as a separate customer, if metered separately.",Number
Electricity Revenue by Utility in US,comprice,Price in cents per kilowatt hour for commercial consumers (calculated),Number
Electricity Revenue by Utility in US,indrev,"Revenues from industrial customers (in thousands of dollars. Industrial revenue is the billed amount including demand revenue, reactive demand charges (if applicable), high-voltage discounts (if applicable), etc.",Number
Electricity Revenue by Utility in US,indsales,Electricity sales to industrial customers (in megawatthours),Number
Electricity Revenue by Utility in US,indcust,"Number of industrial consumers (meters, or customer accounts). Note: Each facility is counted as one customer even if power is taken and metered at more than one point.",Number
Electricity Revenue by Utility in US,indprice,Price in cents per kilowatt hour for industrial consumers (calculated),Number
Electricity Revenue by Utility in US,transrev,Transportation revenue. Beginning with the 2003 data cycle this sector replaces â€œOtherâ€ (thousand dollars). Revenues for the sales of power to electrified rail and urban transit systems whose primary propulsive energy source is electricity.,Number
Electricity Revenue by Utility in US,transsales,Transportation sales. Beginning with the 2003 data cycle this sector replaces â€œOtherâ€ (megawatthours). Sales of power to electrified rail and urban transit systems whose primary propulsive energy source is electricity.,Number
Electricity Revenue by Utility in US,transcust,Transportation consumers. Beginning with the 2003 data cycle this sector replaces â€œOtherâ€. Customer counts for the sales of power to electrified rail and urban transit systems whose primary propulsive energy source is electricity.,Number
Electricity Revenue by Utility in US,transprice,Price in cents per kilowatt hour for transportation consumers (calculated),Number
Electricity Revenue by Utility in US,totalrev,Total revenues of all sectors,Number
Electricity Revenue by Utility in US,totalsales,Total electricity consumed by all sectors (megawatthours),Number
Electricity Revenue by Utility in US,totalcust,Total number of consumers in all sectors,Number
Electricity Revenue by Utility in US,totalprice,Price in cents per kilowatt hour for all consumers (calculated),Number
Highway Quality in Colorado 2015,hwy,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West.",Plain Text
Highway Quality in Colorado 2015,dir,Traffic flow direction,Number
Highway Quality in Colorado 2015,bmp,Beginning milepoint,Number
Highway Quality in Colorado 2015,emp,Ending milepoint,Number
Highway Quality in Colorado 2015,length,Length of highway segment (in miles),Number
Highway Quality in Colorado 2015,region,A Domained Value Element (Region: 1-6) used to identify the Engineering Region number in which the Road Segment is located.,Number
Highway Quality in Colorado 2015,year,Year finished,Number
Highway Quality in Colorado 2015,funcl,"Indicates the functional category and usage limitations of the segment of road, as defined by FHWA, and is broken down between rural and urban areas.",Number
Highway Quality in Colorado 2015,county,Name of the county the road segment lies in,Plain Text
Highway Quality in Colorado 2015,ptyp,,Number
Highway Quality in Colorado 2015,trafz,,Number
Highway Quality in Colorado 2015,envz,,Number
Highway Quality in Colorado 2015,depth,,Number
Highway Quality in Colorado 2015,numlanes,Number of lanes in the road segment,Number
Highway Quality in Colorado 2015,pgrp,,Number
Highway Quality in Colorado 2015,nhs,A Domained Value Element (NHSDesig: 0-9) used to identify whether the Road Segment is designated as being part of the National Highway System. Also contains the text value (added at the end),Number
Highway Quality in Colorado 2015,iri,International roughness index (IRI) correlates somewhat with human exposure to whole-body vibration in vehicles and thus to perceived ride quality reading for the surface condition in the Primary Direction of Travel.,Number
Highway Quality in Colorado 2015,rut,A value between 0 and 100 that is used to calculate Remaining Service Life for rutting. A value of 100 indicates .15 inch or less rutting. A value of 50 is the threshold that indicates no more remaining service life. This occurs at an average rut depth of .55 inches.,Number
Highway Quality in Colorado 2015,fatg,,Number
Highway Quality in Colorado 2015,tran,,Number
Highway Quality in Colorado 2015,long,,Number
Highway Quality in Colorado 2015,crbk,,Number
Highway Quality in Colorado 2015,dl,,Number
Highway Quality in Colorado 2015,dlidx,,Plain Text
Highway Quality in Colorado 2015,curve,,Plain Text
Highway Quality in Colorado 2015,mtcy,,Number
Highway Quality in Colorado 2015,mtcd,,Number
Highway Quality in Colorado 2015,cond,"Condition of the road: LOW, MODERATE, HIGH",Plain Text
State Agency Electricity Usage in Colorado,year,Year energy usage was recorded for facility,Number
State Agency Electricity Usage in Colorado,month,Month energy usage was recorded for facility,Plain Text
State Agency Electricity Usage in Colorado,department,Name of state agency utilizing the building,Plain Text
State Agency Electricity Usage in Colorado,buildingName,Name of facility associated with state agency,Plain Text
State Agency Electricity Usage in Colorado,energyUsage,Electricity usage in kWh,Number
State Agency Electricity Usage in Colorado,energyType,"Type of energy. Electricity, Lighting",Plain Text
Road Surface Treatment Projects in Colorado 2017,fy,Projected year for the project,
Road Surface Treatment Projects in Colorado 2017,region,"CDOT region, value 1-5",
Road Surface Treatment Projects in Colorado 2017,highway,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West.",
Road Surface Treatment Projects in Colorado 2017,bmp,Beginning Mile Point,
Road Surface Treatment Projects in Colorado 2017,emp,Ending Mile Point,
Road Surface Treatment Projects in Colorado 2017,centerlength,Distance from centerlength to extent of right of way for segment,
Road Surface Treatment Projects in Colorado 2017,description,Description of reason for maintenance and/or the region that is affected.,
Road Surface Treatment Projects in Colorado 2017,estimate,Price estimate in U.S. dollars,
Road Surface Treatment Projects in Colorado 2017,treatmentcategory,"Category of the treatment (Minor Rehab, Major Rehab, Prev Mtc, Reconstruction, Chip Seal, Ultra Thin)",
Road Surface Treatment Projects in Colorado 2017,pavementtrafficcategory,"Description of the amount of traffic through the road: Interstate, High Volume (>4,000 cars or >1,000 trucks per day), Medium Volume (between 2,000 and 4,000 cars and/or 100 and 1,000 trucks), Low Volume (<2,000 cars and <100 trucks)",
Lakes in Colorado,comments,{No longer supported},Text
Lakes in Colorado,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.,Multipolygon
Lakes in Colorado,name,Name of lake,Text
Lakes in Colorado,co_fips,"County FIPS code. Two digit codes should have a leading zero. e.g, full FIPS code = 08075 for Logan County, CO",Number
Lakes in Colorado,shape_area,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source",Number
Lakes in Colorado,shape_len,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source",Number
Solar Direct Normal Irradiance in Colorado 2014,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.,Multipolygon
Solar Direct Normal Irradiance in Colorado 2014,dni,,Number
Building Permit Counts in Colorado,countyfips,Assigned to counties in alphabetical order so that Adams County has the lowest CountyFIPS code (001) and Yuma County has the highest CountyFIPS code (125). Code 999 indicates a multi-county place.,Text
Building Permit Counts in Colorado,placefips,Assigned to cities and towns in alphabetical order so that Aguilar has the lowest PlaceFIPS code (00760) and the City of Yuma has the highest PlaceFIPS code (86750).,Text
Building Permit Counts in Colorado,area,This variable provides the name of each place and indicates if you are looking at a “part” or the “total” for multi-county places. County names are in all-caps.,Text
Building Permit Counts in Colorado,year,Year associated with collected data,Number
Building Permit Counts in Colorado,cbbuildingpermit,Refers to the number of building permits reported by the Census Bureau each year,Number
Building Permit Counts in Colorado,sdobuildingpermit,Indicates the number of building permits reported by local governments to the State Demography Office,Number
Building Permit Counts in Colorado,totalpopulation,Indicates the total population estimated as residing in a specific place,Number
Building Permit Counts in Colorado,householdpopulation,"The estimated number of residents living in a place excluding those living in group quarters (like barracks, dorms, or prisons). To get the group quarter population, use the difference between Total and Household population",Number
Building Permit Counts in Colorado,personsperhousehold,The number of residents estimated per housing unit; excludes group quarters population,Number
Building Permit Counts in Colorado,totalhousingunits,The estimated total number of housing units,Number
Building Permit Counts in Colorado,occupiedhousingunits,The estimated number of housing units that have someone living in them,Number
Building Permit Counts in Colorado,vacanthousingunits,The estimated number of housing units that have no one living in them,Number
State Special Tax Revenues from Marijuana by County,month,Month of record,
State Special Tax Revenues from Marijuana by County,year,Year of record,
State Special Tax Revenues from Marijuana by County,county,County of record,
State Special Tax Revenues from Marijuana by County,tax_rev,Tax revenues collected by the county of record from the statewide special tax on recreational marijuana,
State Special Tax Revenues from Marijuana by County,percentoftotaltax,Percent of special sales tax rate allotted to county,
State Special Tax Revenues from Marijuana by County,specialsalestax_rate,Tax rate applied to recreational marijuana sales,
State Special Tax Revenues from Marijuana by County,remainderofstate,"List of counties that makeup counties listed as ""Remainder of State""",
State Special Tax Revenues from Marijuana by County,nr_code,"Contains the code ""NR"" for counties designated as ""NR"" upon reporting (NR = not reported, due to customer personal information)",
Activities of Charities Operating in Colorado,id,Automatically generated unique ID,Text
Activities of Charities Operating in Colorado,taxyr,Tax year corresponding to the charitable organization's filing,Number
Activities of Charities Operating in Colorado,businessname1,Name of the charitable organization,Text
Activities of Charities Operating in Colorado,businessname2,Additional name of the charitable organization if applicable,Text
Activities of Charities Operating in Colorado,ein,Employer identification number for charitable organization,Text
Activities of Charities Operating in Colorado,licensedstatescd,List all states in which the organization is registered or licensed to solicit funds or has been notified it is exempt from registration or licensing,Text
Activities of Charities Operating in Colorado,allstatescd,Literal for all states,Text
Activities of Charities Operating in Colorado,missiondesc,Briefly describe the organization’s mission,Text
Activities of Charities Operating in Colorado,lobbyingactivitiesind,"Indicator for if the organization engages in lobbying activities, or has a section 501(h) election in effect during the tax year. t is True, f is False",Text
Activities of Charities Operating in Colorado,independentauditfinclstmtind,"Indicator for if the organization obtains separate, independent audited financial statements for the tax year. t is True, f is False",Text
Activities of Charities Operating in Colorado,consolidatedauditfinclstmtind,"Indicator for if organization included consolidated, independent audited financial statements for the tax year. t is True, f is False",Text
Activities of Charities Operating in Colorado,form990providedtogvrnbodyind,"Indicator for if the organization provided a complete copy of this Form 990 to all members of its governing body before filing the form. t is True, f is False",Text
Activities of Charities Operating in Colorado,conflictofinterestpolicyind,"Indicator for if the organization has a written conflict of interest policy. t is True, f is False",Text
Activities of Charities Operating in Colorado,whistleblowerpolicyind,"Indicator for if the organization has a written whistleblower policy. t is True, f is False",Text
Activities of Charities Operating in Colorado,documentretentionpolicyind,"Indicator for if the organization has a written document retention and destruction policy. t is True, f is False",Text
Sign Panels in Colorado,objectid,,Plain Text
Sign Panels in Colorado,region,The CDOT engineering region number in which the roadway segment is located.,Number
Sign Panels in Colorado,signpanelid,,Number
Sign Panels in Colorado,signlocationid,,Number
Sign Panels in Colorado,signpanelcodeid,,Plain Text
Sign Panels in Colorado,signpanelcode,,Plain Text
Sign Panels in Colorado,signpanelcolorid,,Number
Sign Panels in Colorado,signpanelstickerdate,,Date & Time
Sign Panels in Colorado,signpanelchangedate,,Date & Time
Sign Panels in Colorado,signpanelnum,,Number
Sign Panels in Colorado,signisfolding,,Number
Sign Panels in Colorado,signpanellegend,,Plain Text
Sign Panels in Colorado,signpanelcomments,,Plain Text
Sign Panels in Colorado,signpanelnotes,,Number
Sign Panels in Colorado,signpanelspeclegend,,Plain Text
Sign Panels in Colorado,signpanelwidth,,Number
Sign Panels in Colorado,signpanelheight,,Number
Sign Panels in Colorado,signpaneldatecreated,,Date & Time
Sign Panels in Colorado,signpaneldateupdated,,Date & Time
Sign Panels in Colorado,signpanelvalidatedate,,Date & Time
Sign Panels in Colorado,signpanelinactive,,Number
Sign Panels in Colorado,signpanelinactivedate,,Date & Time
Sign Panels in Colorado,signpanelstopxst,,Plain Text
Sign Panels in Colorado,signpanelstkyr,,Number
Sign Panels in Colorado,signpanelstkmth,,Plain Text
Sign Panels in Colorado,signpanelzbar,,Number
Sign Panels in Colorado,signpanellegendcolorid,,Number
Sign Panels in Colorado,signpanelclassid,,Number
Sign Panels in Colorado,signadopt,,Plain Text
Sign Panels in Colorado,signpanelexists,,Number
Sign Panels in Colorado,signpanelguid,,Plain Text
Sign Panels in Colorado,signlocationguid,,Plain Text
Sign Panels in Colorado,signpaneldirection,,Plain Text
Sign Panels in Colorado,signpanelcluster,,Plain Text
Sign Panels in Colorado,signpanelcondition,,Plain Text
Sign Panels in Colorado,signcodedesc,,Plain Text
Sign Panels in Colorado,backgroundcolor,,Plain Text
Sign Panels in Colorado,legendcolor,,Plain Text
Charities Solicitation Campaign Type in Colorado,entityid,Entity Id,Number
Charities Solicitation Campaign Type in Colorado,fein,Federal Employer Identification Number,Plain Text
Charities Solicitation Campaign Type in Colorado,name,"Charitable Organization, Paid Solicitor or Professional Fundraising Consultant name",Plain Text
Charities Solicitation Campaign Type in Colorado,communicationtype,Form of solicitation communication,Plain Text
Charities Solicitation Campaign Type in Colorado,solicitationnotice,Solicitation notice indicator,Checkbox
Uniform Commercial Code (UCC) Filing Information in Colorado,fileid,"Primary key link between filing, debtor, secured party, and collateral information",Plain Text
Uniform Commercial Code (UCC) Filing Information in Colorado,transactionid,Secretary of State-assigned filing ID for each document,Plain Text
Uniform Commercial Code (UCC) Filing Information in Colorado,masterdocumentid,This is used as the number to group all the documents related to a single filing into a document set within the UCC database. Number generated by accounting system for 'initial' filing when it is completed/paid.,Plain Text
Uniform Commercial Code (UCC) Filing Information in Colorado,transactiontype,"Indicator of the type of document that was submitted (Initial Filing, Amendment, Filing Officer Correction, Correction, or Unknown)",Date & Time
Uniform Commercial Code (UCC) Filing Information in Colorado,filingdate,Date and Time of filing. Changes from source: Dates changed from MM/DD/YY to YYYY-MM-DD.,Date & Time
Uniform Commercial Code (UCC) Filing Information in Colorado,lapsedate,"Date the master group of filings lapsed, if applicable. Changes from source: Dates changed from MM/DD/YY to YYYY-MM-DD.",Plain Text
Uniform Commercial Code (UCC) Filing Information in Colorado,filingtype,"Designates the document type (UCC, EFS, lien types, etc).",Plain Text
Uniform Commercial Code (UCC) Filing Information in Colorado,documenttype,Detailed description of document type being filed.,Checkbox
Uniform Commercial Code (UCC) Filing Information in Colorado,continuation,"Shows whether the filer indicated that the amendment is a “Continuation” amendment: values: 1-yes, 0-no",Checkbox
Uniform Commercial Code (UCC) Filing Information in Colorado,terminationflag,"Shows whether the filer indicated that the amendment is a “Termination”: values: 1-yes, 0-no. Changes from source: Change to 0 and 1 mapping of Yes and No.",Plain Text
Uniform Commercial Code (UCC) Filing Information in Colorado,financialstatementtype,"Indicator showing the financial statement type which includes Agricultural Liens and Non-Ucc Liens, values: ‘AGRICULTURE’, ‘NON-UCC’",Checkbox
Uniform Commercial Code (UCC) Filing Information in Colorado,manufacturedhometransactions,"Flag indicating if the document was filed in relation to a manufactured home transaction: values: 1-yes, null",Number
Weather Station in Swink Colorado 2015,date,The date and time the data was recorded ( eg 02/20/2010 10:30),Date & Time
Weather Station in Swink Colorado 2015,globalhorizontal,"Total Hemispheric shortwave irradiance as measured by an Kipp & Zonen Model CMP22 with calibration factor traceable to the World Radiometric Reference (WRR), measured in W/m2",Number
Weather Station in Swink Colorado 2015,directnormal,"Direct (Beam) shortwave irradiance as measured by a Kipp & Zonen Model CH1 mounted in an automatic sun-following tracker (Model 2AP) with calibration factor traceable to the World Radiometric Reference (WRR), measured in W/m2",Number
Weather Station in Swink Colorado 2015,diffusehorizontal,"Diffuse (Sky) shortwave irradiance, measured in W/m2",Number
Weather Station in Swink Colorado 2015,airtemperature,"The air temperature, measured in degrees Celsius",Number
Weather Station in Swink Colorado 2015,stationpressure,"The barometric pressure at the station, measured in mBar",Number
Weather Station in Swink Colorado 2015,avgwindspeed10m,"The average wind speed over that minute, measured at 10 meters in m/s.",Number
Weather Station in Swink Colorado 2015,avgwinddirection10m,"The average wind direction over that minute, measured at 10 meters in degrees from north.",Number
Weather Station in Swink Colorado 2015,avgwinddirectionstddev10m,"The standard deviation of the wind speed, in m/s.",Number
Weather Station in Swink Colorado 2015,avgwindspeedstddev10m,"The highest value of wind speed over that minute, in m/s",Number
Weather Station in Swink Colorado 2015,peakwindspeed10m,"The highest value of wind speed over that minute, in m/s",Number
Weather Station in Swink Colorado 2015,globalsecondary,,Number
Weather Station in Swink Colorado 2015,zenithangle,"Solar zenith angle (refracted), measured in degrees.",Number
Weather Station in Swink Colorado 2015,azimuthangle,"Solar azimuth angle, measured in degrees.",Number
Weather Station in Swink Colorado 2015,relhumidity,"The relative humidity, as a percentage (eg 86.3)",Number
Weather Station in Swink Colorado 2015,precipitation,"The amount of precipitation to fall during that minute, measured in mm",Number
Weather Station in Swink Colorado 2015,precipitationaccumulated,"The amount of precipitation to fall during that day up to that minute, measured in mm",Number
Race Estimates in Colorado,id,Unique identifier for the record,Number
Race Estimates in Colorado,county_fips,Federal Information Processing Standards code for the county,Number
Race Estimates in Colorado,year,Year of estimation,Number
Race Estimates in Colorado,sex,"Gender of estimation. F = Female, M = Male",Plain Text
Race Estimates in Colorado,age,Single year age for estimation,Number
Race Estimates in Colorado,race,Race of estimation,Plain Text
Race Estimates in Colorado,count,"Estimation of population by area, year, gender, age, and race",Number
Paid Solicitors for Charities in Colorado,entityid,Entity Id,Number
Paid Solicitors for Charities in Colorado,fein,"Federal Employer Identification Number. The if the registrantType is a Professional Fundraising Consultant or a Paid Solicitor, the FEIN is associated with the charitable organization and not the PS or PFC.",Number
Paid Solicitors for Charities in Colorado,name,"Name of the charitable organization, paid solicitor, or professional fundraising consultant.",Plain Text
Paid Solicitors for Charities in Colorado,nameoforganization,"If solicitor is organization, name",Plain Text
Paid Solicitors for Charities in Colorado,title,"If individual, title",Plain Text
Paid Solicitors for Charities in Colorado,firstname,First name of officer etc.,Plain Text
Paid Solicitors for Charities in Colorado,middlename,Middle name of officer etc.,Plain Text
Paid Solicitors for Charities in Colorado,lastname,Last name of officer etc.,Plain Text
Paid Solicitors for Charities in Colorado,registranttypeabbr,"Type of person: PS (Paid Solicitor), PFC (Professional Fundraising Consultant) or Commercial Co-Venture",Plain Text
Paid Solicitors for Charities in Colorado,address,blank if residential address entered,Plain Text
Paid Solicitors for Charities in Colorado,city,City; blank if residential address entered,Plain Text
Paid Solicitors for Charities in Colorado,state,two letter state code,Plain Text
Paid Solicitors for Charities in Colorado,zipcode,Zip code; blank if residential address entered,Plain Text
Paid Solicitors for Charities in Colorado,zipcode4,"If nine digit zip code is given, the full code will be listed here.",Plain Text
Paid Solicitors for Charities in Colorado,mailingaddress,Mailing address,Plain Text
Paid Solicitors for Charities in Colorado,mailingcity,Mailing City,Plain Text
Paid Solicitors for Charities in Colorado,mailingstate,Mailing State,Plain Text
Paid Solicitors for Charities in Colorado,mailingzipcode,Mailing zip code,Plain Text
Paid Solicitors for Charities in Colorado,mailingzipcode4,"If nine digit zip code is given, the full code will be listed here.",Plain Text
Paid Solicitors for Charities in Colorado,performedaddress,Address where work is performed,Plain Text
Paid Solicitors for Charities in Colorado,performedcity,City where work is performed,Plain Text
Paid Solicitors for Charities in Colorado,performedstate,State where work is performed,Plain Text
Paid Solicitors for Charities in Colorado,performedzipcode,Zip code where work is performed,Plain Text
Paid Solicitors for Charities in Colorado,performedzipcode4,"If nine digit zip code is given, the full code will be listed here.",Plain Text
Paid Solicitors for Charities in Colorado,performedcountry,Country where work is performed,Plain Text
Paid Solicitors for Charities in Colorado,phone,Organization phone number,Plain Text
Paid Solicitors for Charities in Colorado,registranttype,"Type of person: PS (Paid Solicitor), PFC (Professional Fundraising Consultant) or Commercial Co-Venture",Number
Charitable Solicitation Call Center Locations in Colorado,solicitationnoticeid,Unique ID associated assigned to the solicitation notice,Number
Charitable Solicitation Call Center Locations in Colorado,charityname,Name of the charitable organization,Plain Text
Charitable Solicitation Call Center Locations in Colorado,entityid,Unique ID associated with the charitable organization,Number
Charitable Solicitation Call Center Locations in Colorado,solicitorname,Name of the soliciting entity,Plain Text
Charitable Solicitation Call Center Locations in Colorado,solicitorentityid,Unique ID associated with entity soliciting,Number
Charitable Solicitation Call Center Locations in Colorado,solicitationaddress,Address of the soliciting entity,Plain Text
Charitable Solicitation Call Center Locations in Colorado,solicitationcity,City of the soliciting entity,Plain Text
Charitable Solicitation Call Center Locations in Colorado,solicitationstate,Two letter state code of the soliciting entity,Plain Text
Charitable Solicitation Call Center Locations in Colorado,solicitationzipcode,Five-digit zipcode of the soliciting entity,Plain Text
Charitable Solicitation Call Center Locations in Colorado,solicitationzipcode4,Four-digit geographic segment identifier within the five-digit zipcode,Plain Text
Charitable Solicitation Call Center Locations in Colorado,solicitationusedphonenumber,Phone number of the soliciting entity,Number
City Areas Collecting State Sales Tax in Colorado,city,City Name,Plain Text
City Areas Collecting State Sales Tax in Colorado,countycityislocated,County the city is located in.,Plain Text
City Areas Collecting State Sales Tax in Colorado,citysalestaxrate,Sales tax rate of the city.,Number
City Areas Collecting State Sales Tax in Colorado,citysalestaxrateverbatim,Sales tax rate of the city.,Percent
City Areas Collecting State Sales Tax in Colorado,citysalestaxratefootnote,Sales tax rate of the city footnotes,Plain Text
City Areas Collecting State Sales Tax in Colorado,servicefeeallowed,Percentage service fee,Number
City Areas Collecting State Sales Tax in Colorado,servicefeeallowedverbatim,Percentage service fee,Percent
City Areas Collecting State Sales Tax in Colorado,servicefeeallowedfootnote,Percentage service fee footnotes,Plain Text
City Areas Collecting State Sales Tax in Colorado,exemptions,"Exemption code (A-Food for home consumption. B-Machinery and machine tools (as defined on form DR 1191) C-Gas, electricity, etc. for residential use. D-Occasional sales by charitable organizations. E-Farm equipment. F-Pesticides. Effective July 1, 2012 sales of pesticides are considered wholesale sales and are not subject to state or state collected local sales or use taxes. These sales will be reported on the DR 0100 Deductions and Exemptions Schedule Line 2b (8). G-Food sold through vending machines. H-Low-emitting vehicles (over 10,000 lbs.). K-Renewable energy components. L-Beetle wood products. M-School-related sales. N-Biogas production system components. O-Property used in space flight. P-Machinery or machine tools equipment used for processing. Q-Sales on retail marijuana and retail marijuana products",Plain Text
City Areas Collecting State Sales Tax in Colorado,usetaxrate,Use tax rate for county,Number
City Areas Collecting State Sales Tax in Colorado,usetaxrateverbatim,Use tax rate for county exactly how it is listed in source report,Plain Text
City Areas Collecting State Sales Tax in Colorado,usetaxappliesto,Items the use tax applies to,Plain Text
Hospital Districts in Colorado,lgid,"A unique id was assigned by DOLA in the process of aggregating the data. ID numbers are unique to district boundaries, so, for example, 39039 is a Hospital District UID thus there would not be a Fire District UID with the same number",Text
Hospital Districts in Colorado,,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.,Multipolygon
Hospital Districts in Colorado,source,Lists the County of record and the dataset used to derive the boundary and name,Text
Hospital Districts in Colorado,gereralize,"{no longer supported} A y/n category built in to communicate if any generalization was done in the creation of the district. Generalization is the process of inferring linear and point features of some boundary segments, based on and derived from the more accurate and known locations of points and lines within the boundary",
Hospital Districts in Colorado,lgname,The name of the district,Text
Hospital Districts in Colorado,lgtypeid,A numeric code used to characterize the type of district,Text
Hospital Districts in Colorado,lgstatusid,A column created by DOLA to designate the status of the district's polygon within the layer geometry as it progresses through edits and verification toward improved accuracy,Text
Hospital Districts in Colorado,abbrev_nam,"The name of the district, abbreviated",Text
Hospital Districts in Colorado,mail_addre,The mailing address of the district's managing office,Text
Hospital Districts in Colorado,alt_addres,An alternate mailing address for the district's managing office,Text
Hospital Districts in Colorado,mail_city,The mailing address city of the district's managing office,Text
Hospital Districts in Colorado,mail_state,The mailing address state of the district's managing office,Text
Hospital Districts in Colorado,modneeded,{no longer supported} A y/n category built in to characterize whether the data boundary needs adjustment because of overlap with neighborhing jurisdictions or the accuracy is low enough that it requires additional verification and modification,
Hospital Districts in Colorado,mail_zip,The mailing address zip of the district's managing office,Text
Hospital Districts in Colorado,priority,{no longer supported} Numeric ranking that allows the data creators to focus on the boundaries in greatest need of editing for improved accuracy,
Hospital Districts in Colorado,url,The web address of the district's managing office,Text
Hospital Districts in Colorado,prev_name,The alias or previous name of the district as different from its established name,Text
Tree Inventory Denver,site_id,Unique indentifier associated with recorded tree,
Tree Inventory Denver,specs_com,Common species name for recorded tree,
Tree Inventory Denver,specs_bot,"Scientific/botanic species name for recorded tree (genus, species)",
Tree Inventory Denver,diameter,Tree diameter range classification at time of inventory,
Tree Inventory Denver,stems,Number of stems recorded from each tree,
Tree Inventory Denver,lctn_name,"Nearest park, parkway, or median location associated with recorded trees",
Tree Inventory Denver,lctn_code,Unique code associated with established park locations,
Tree Inventory Denver,site_desig,"Type of site (Park,Street, Facility)",
Tree Inventory Denver,invtry_date,Date of data collection,
Tree Inventory Denver,address,Exact or nearest address associated with recorded tree location,
Tree Inventory Denver,street,Street name associated with location of recorded trees,
Tree Inventory Denver,neighbor,Nearest neighborhood or park associated with tree location,
Tree Inventory Denver,x_long,X coordinate of tree point,
Tree Inventory Denver,x_lat,Y coordinate of tree point,
Oil and Public Safety Open Events,facility_id,Unique identifier associated with the facility,Number
Oil and Public Safety Open Events,event_id,Unique identifier associated with the event,Number
Oil and Public Safety Open Events,site_name,Name of the facility where the event was held,Plain Text
Oil and Public Safety Open Events,address,Address for facility,Plain Text
Oil and Public Safety Open Events,city,City of facility address,Plain Text
Oil and Public Safety Open Events,zip_code,Zipcode of facility address,Plain Text
Oil and Public Safety Open Events,state,State of facility address,Plain Text
Oil and Public Safety Open Events,county,County of facility address,Plain Text
Oil and Public Safety Open Events,status,{no longer supported},Plain Text
Oil and Public Safety Open Events,release_date,Date release event began,Date & Time
Oil and Public Safety Open Events,closure_date,Date release event completed,Date & Time
Oil and Public Safety Open Events,contact_name,Name of contact,Plain Text
Oil and Public Safety Open Events,contact_phone,Phone number of contact,Plain Text
Oil and Public Safety Open Events,contact_email,Email of contact,Plain Text
Oil and Public Safety Open Events,latitude,Geocoded latitude and longitude of release event,Location
Oil and Public Safety Open Events,link_to_database,Link to data source,Website Url
Oil and Public Safety Open Events,lat,Latitude of release event,Number
Oil and Public Safety Open Events,long,Longitude of release event,Number
Streams in Colorado,name,Name of the stream,Text
Streams in Colorado,stwat_id,"unknown, integer (4 characters)",Number
Streams in Colorado,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.,Multiline
Streams in Colorado,length,"Length of the stream, Double Precision (Precision: 8)",Number
Streams in Colorado,co_fips,"County fips code, Federal Information Processing System code for county",Number
Streams in Colorado,shape_len,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source. Length of the stream, Double Precision (Precision: 0)",Number
Expenses of Charities Operating in Colorado,id,Automatically generated unique ID,Text
Expenses of Charities Operating in Colorado,taxyr,Tax year corresponding to the charitable organization's filing,Number
Expenses of Charities Operating in Colorado,businessname1,Name of the charitable organization,Text
Expenses of Charities Operating in Colorado,businessname2,Additional name of the charitable organization if applicable,Text
Expenses of Charities Operating in Colorado,ein,Employer identification number for charitable organization,Text
Expenses of Charities Operating in Colorado,pygrantsandsimilarpaidamt,Grants and similar amounts paid from prior year,Number
Expenses of Charities Operating in Colorado,cygrantsandsimilarpaidamt,Grants and similar amounts paid from current year,Number
Expenses of Charities Operating in Colorado,pybenefitspaidtomembersamt,Benefits paid to or for members from prior year,Number
Expenses of Charities Operating in Colorado,cybenefitspaidtomembersamt,Benefits paid to or for members from current year,Number
Expenses of Charities Operating in Colorado,pysalariescompempbnftpaidamt,"Salaries, other compensation, employee benefits from prior year",Number
