Dataset Title,API Field Name,Description
Census School Districts in Colorado 2011,,All Fields: https://data.colorado.gov/dataset/Census-Field-Descriptions/qten-sdpn/data
Census School Districts in Colorado 2010,,All Fields: https://data.colorado.gov/dataset/Census-Field-Descriptions/qten-sdpn/data
Sales Rooms in Colorado,licensee_name,Name of brewery winery distillery sales room
Sales Rooms in Colorado,doing_business_as,DBA is commonly known name
Sales Rooms in Colorado,license_type,"Type of sales room: wine, spirits, or malt"
Sales Rooms in Colorado,license_number,Registered license number issued to the location
Sales Rooms in Colorado,expiration,Expiration date of the sales room liquor license
Sales Rooms in Colorado,street_address,Street address of sales room point of sale
Sales Rooms in Colorado,city,"City of brewery, winery, or distiller"
Sales Rooms in Colorado,state,State of sales room point of sale
Sales Rooms in Colorado,zip,Zip of sales room point of sale
Sales Rooms in Colorado,location,Geocoded location for licensee
Manufacturer Temporary Sales Room Permits in Colorado,date_approved,Date the temporary tasting permit was issued
Manufacturer Temporary Sales Room Permits in Colorado,licensee,Name of manufacturer acquiring temporary permit
Manufacturer Temporary Sales Room Permits in Colorado,event_venue,Name of the event of venue where the tasting will be held. Those marked with an asterisk (*) are festivals
Manufacturer Temporary Sales Room Permits in Colorado,tasting_location,"Street address, city, and zip code for the event name or venue"
Manufacturer Temporary Sales Room Permits in Colorado,event_date,"Dates the event is taking place and temporary license is valid. Note: (WDO) = Wednesdays Only, (ThO) = Thursdays Only, (FO) = Fridays Only, (SO) = Saturdays Only, (SuO) = Sundays Only, (WO) = Weekends Only"
Liquor Permits for Special Events in Colorado,non_profit_organization,Name of organization requiring a special event permit
Liquor Permits for Special Events in Colorado,state_or_local,"Flag declaring the non-profit organization as state or local. S = State, L = Local"
Liquor Permits for Special Events in Colorado,business_address,Address of where the organization is conducting business
Liquor Permits for Special Events in Colorado,event_date,Date of special event requiring a permit
Liquor Permits for Special Events in Colorado,event_location,Location of special event requiring a permit
Liquor Permits for Special Events in Colorado,event_number,Number of event as it occurred for the organization
Recently Expired and Surrendered Liquor Licenses in Colorado,licensee_name,Name of licensee from registration filing
Recently Expired and Surrendered Liquor Licenses in Colorado,doing_business_as,DBA is commonly known name
Recently Expired and Surrendered Liquor Licenses in Colorado,license_type,"Common types include wine delivery permit, tavern hotel and restaurant, brew pub, spirit salesroom, wine salesroom, liquor stores, etc."
Recently Expired and Surrendered Liquor Licenses in Colorado,license_number,Registered license number issued to the location
Recently Expired and Surrendered Liquor Licenses in Colorado,license_status,Specifies if license is expired or surrendered
Recently Expired and Surrendered Liquor Licenses in Colorado,expiration,Liquor license expiration date
Recently Expired and Surrendered Liquor Licenses in Colorado,street_address,In some cases the location is of the license point of sale and other cases locations are mailing addresses
Recently Expired and Surrendered Liquor Licenses in Colorado,city,"City listed in registration, not always the point of sale"
Recently Expired and Surrendered Liquor Licenses in Colorado,state,"State listed in registration, not always the point of sale"
Recently Expired and Surrendered Liquor Licenses in Colorado,zip,"Zip code listed in registration, not always the point of sale"
Recently Expired and Surrendered Liquor Licenses in Colorado,location,Geocoded location for licensee
Recently Approved Liquor Licenses in Colorado,licensee_name,Name of licensee from registration filing
Recently Approved Liquor Licenses in Colorado,doing_business_as,DBA is commonly known name
Recently Approved Liquor Licenses in Colorado,license_type,"Common types include wine delivery permit, tavern hotel and restaurant, brew pub, spirit salesroom, wine salesroom, liquor stores, etc."
Recently Approved Liquor Licenses in Colorado,issue_date,Initial date license was issued
Recently Approved Liquor Licenses in Colorado,license_number,Registered license number issued to the location
Recently Approved Liquor Licenses in Colorado,street_address,In some cases the location is of the license point of sale and other cases locations are mailing addresses
Recently Approved Liquor Licenses in Colorado,city,"City listed in registration, not always the point of sale"
Recently Approved Liquor Licenses in Colorado,state,"State listed in registration, not always the point of sale"
Recently Approved Liquor Licenses in Colorado,zip,"Zip listed in registration, not always the point of sale"
Recently Approved Liquor Licenses in Colorado,location,Geocoded location for licensee
Liquor Licenses in Colorado,licensee_name,Name of licensee from registration filing
Liquor Licenses in Colorado,doing_business_as,DBA is commonly known name
Liquor Licenses in Colorado,license_number,Registered license number issued to the location
Liquor Licenses in Colorado,license_type,"Common types include wine delivery permit, tavern hotel and restaurant, brew pub, spirit salesroom, wine salesroom, liquor stores, etc."
Liquor Licenses in Colorado,expiration,Liquor license expiration date
Liquor Licenses in Colorado,street_address,In some cases the location is of the license point of sale and other cases locations are mailing addresses
Liquor Licenses in Colorado,city,"City listed in registration, not always the point of sale"
Liquor Licenses in Colorado,state,"State listed in registration, not always the point of sale"
Liquor Licenses in Colorado,zip,"Zip listed in registration, not always the point of sale"
Liquor Licenses in Colorado,location,Geocoded location for licensee
Race Estimates in Colorado,id,Unique identifier for the record
Race Estimates in Colorado,county_fips,Federal Information Processing Standards code for the county
Race Estimates in Colorado,year,Year of estimation
Race Estimates in Colorado,sex,"Gender of estimation. F = Female, M = Male"
Race Estimates in Colorado,age,Single year age for estimation
Race Estimates in Colorado,race,Race of estimation
Race Estimates in Colorado,ethnicity,Ethnicity of estimation
Race Estimates in Colorado,count,"Estimation of population by area, year, gender, age, and race"
Race Forecasts in Colorado,id,Unique identifier for the record
Race Forecasts in Colorado,county,County of forecast
Race Forecasts in Colorado,county_fips,Federal Information Processing Standards code for the county
Race Forecasts in Colorado,year,Year of forecast
Race Forecasts in Colorado,age,Single year age for forecast
Race Forecasts in Colorado,race,Race of forecast
Race Forecasts in Colorado,count,"Forecast of population by acounty, year, age, and race"
Liquor Compliance Check Statistics in Colorado,date,Date compliance check was conducted
Liquor Compliance Check Statistics in Colorado,business_name,Name of business receiving compliance check
Liquor Compliance Check Statistics in Colorado,pass_or_fail,Business passed or failed compliance check
Liquor Compliance Check Statistics in Colorado,license_type,"Common types include wine delivery permit, tavern hotel and restaurant, brew pub, spirit salesroom, wine salesroom, liquor stores, etc."
Liquor Compliance Check Statistics in Colorado,street_address,In some cases the location is of the business point of sale and other cases locations are mailing addresses
Liquor Compliance Check Statistics in Colorado,city,"City listed in registration, not always the point of sale"
Liquor Compliance Check Statistics in Colorado,zip,"Zip listed in registration, not always the point of sale"
Liquor Compliance Check Statistics in Colorado,agency,Agency conducting the compliance check
Liquor Compliance Check Statistics in Colorado,location,Geocoded location for licensee
State Agency Electricity Usage in Colorado,year,Year energy usage was recorded for facility
State Agency Electricity Usage in Colorado,month,Month energy usage was recorded for facility
State Agency Electricity Usage in Colorado,department,Name of state agency utilizing the building
State Agency Electricity Usage in Colorado,buildingName,Name of facility associated with state agency
State Agency Electricity Usage in Colorado,energyUsage,Electricity usage in kWh
State Agency Electricity Usage in Colorado,energyType,"Type of energy. Electricity, Lighting"
State Agency Water and Sewer Usage in Colorado,year,Year energy usage was recorded for facility
State Agency Water and Sewer Usage in Colorado,month,Month energy usage was recorded for facility
State Agency Water and Sewer Usage in Colorado,department,Name of state agency utilizing the building
State Agency Water and Sewer Usage in Colorado,buildingName,Name of facility associated with state agency
State Agency Water and Sewer Usage in Colorado,energyUsage,"Water, Sewer, and Water and Sewer in kGal. Steam in Mlb."
State Agency Water and Sewer Usage in Colorado,energyType,"Type of energy. Water, Sewer, Water and Sewer, Steam"
State Agency Fuel Usage in Colorado,year,Year energy usage was recorded for facility
State Agency Fuel Usage in Colorado,month,Month energy usage was recorded for facility
State Agency Fuel Usage in Colorado,department,Name of state agency utilizing the building
State Agency Fuel Usage in Colorado,buildingName,Name of facility associated with state agency
State Agency Fuel Usage in Colorado,energyUsage,"Fuel usage. Natural gas reported in dekatherms, oil, propane, and diesel fuel reported in gallons."
State Agency Fuel Usage in Colorado,energyType,"Type of energy. Natural gas, oil, propane, diesel fuel"
Road Surface Treatment Projects in Colorado 2017,fy,Projected year for the project
Road Surface Treatment Projects in Colorado 2017,region,"CDOT region, value 1-5"
Road Surface Treatment Projects in Colorado 2017,highway,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West."
Road Surface Treatment Projects in Colorado 2017,bmp,Beginning Mile Point
Road Surface Treatment Projects in Colorado 2017,emp,Ending Mile Point
Road Surface Treatment Projects in Colorado 2017,centerlength,Distance from centerlength to extent of right of way for segment
Road Surface Treatment Projects in Colorado 2017,description,Description of reason for maintenance and/or the region that is affected.
Road Surface Treatment Projects in Colorado 2017,estimate,Price estimate in U.S. dollars
Road Surface Treatment Projects in Colorado 2017,treatmentcategory,"Category of the treatment (Minor Rehab, Major Rehab, Prev Mtc, Reconstruction, Chip Seal, Ultra Thin)"
Road Surface Treatment Projects in Colorado 2017,pavementtrafficcategory,"Description of the amount of traffic through the road: Interstate, High Volume (>4,000 cars or >1,000 trucks per day), Medium Volume (between 2,000 and 4,000 cars and/or 100 and 1,000 trucks), Low Volume (<2,000 cars and <100 trucks)"
Highway Quality in Colorado 2018,hwy,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West."
Highway Quality in Colorado 2018,dir,Traffic flow direction
Highway Quality in Colorado 2018,bmp,Beginning milepoint
Highway Quality in Colorado 2018,emp,Ending milepoint
Highway Quality in Colorado 2018,length,Length of highway segment (in miles)
Highway Quality in Colorado 2018,region,A Domained Value Element (Region: 1-6) used to identify the Engineering Region number in which the Road Segment is located.
Highway Quality in Colorado 2018,year,Year finished
Highway Quality in Colorado 2018,funcl,"Indicates the functional category and usage limitations of the segment of road, as defined by FHWA, and is broken down between rural and urban areas."
Highway Quality in Colorado 2018,county,Name of the county the road segment lies in
Highway Quality in Colorado 2018,ptyp,"Pavement Type Classifications: 1 - Asphalt, 2 - Asphalt over concrete, 3 - Concrete, 4 - Concrete over asphalt"
Highway Quality in Colorado 2018,trafz,"Traffic Classifications: 1 - Low (<0.3 million design equivalent single access load [ESAL]), 2 - Medium (0.3 - 3 million ESAL), 3 - High (3 - 10 million ESAL), 4 - Very High (10 - 30 million ESAL), 5 - Very Very High (> 30 million ESAL)"
Highway Quality in Colorado 2018,envz,"Climate Classifications: 1 - Very cool (< 81 degrees), 2 - Cool (81 - 88), 3 - Moderate (88 - 97), 4 - Hot (>97)"
Highway Quality in Colorado 2018,depth,"Thickness Classifications: 1 - Asphalt <4"" thick or Concrete <8"" thick, 2 - Asphalt <6"" thick or Concrete >=8"" thick, 3 - Asphalt >= 6"" thick"
Highway Quality in Colorado 2018,numlanes,Number of lanes in the road segment
Highway Quality in Colorado 2018,pgrp,"Pavement group, which is a combination of the pavement, traffic, and climate classifications. 1323 means Asphalt, High Traffic, Cool Environment, >= 6"" Thick"
Highway Quality in Colorado 2018,nhs,A Domained Value Element (NHSDesig: 0-9) used to identify whether the Road Segment is designated as being part of the National Highway System. Also contains the text value (added at the end)
Highway Quality in Colorado 2018,iri,International roughness index (IRI) correlates somewhat with human exposure to whole-body vibration in vehicles and thus to perceived ride quality reading for the surface condition in the Primary Direction of Travel. Scaled to a score of 1-100.
Highway Quality in Colorado 2018,rut,A value between 0 and 100 that is used to calculate Remaining Service Life for rutting. A value of 100 indicates .15 inch or less rutting. A value of 50 is the threshold that indicates no more remaining service life. This occurs at an average rut depth of .55 inches.
Highway Quality in Colorado 2018,fatg,The amount of fatigue normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2018,tran,The amount of transverse cracking normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2018,long,The amount of logitudinal cracking normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2018,crbk,The amount of corner breaks normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2018,dl,"The drivability life, which is the number of years a pavement has left until it is no longer an acceptable driving surface"
Highway Quality in Colorado 2018,dlidx,For CDOT internal use
Highway Quality in Colorado 2018,curve,For CDOT internal use
Highway Quality in Colorado 2018,mtcy,For CDOT internal use
Highway Quality in Colorado 2018,mtcd,For CDOT internal use
Highway Quality in Colorado 2018,cond,"Condition of the road: LOW, MODERATE, HIGH"
Highway Quality in Colorado 2017,hwy,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West."
Highway Quality in Colorado 2017,dir,Traffic flow direction
Highway Quality in Colorado 2017,bmp,Beginning milepoint
Highway Quality in Colorado 2017,emp,Ending milepoint
Highway Quality in Colorado 2017,length,Length of highway segment (in miles)
Highway Quality in Colorado 2017,region,A Domained Value Element (Region: 1-6) used to identify the Engineering Region number in which the Road Segment is located.
Highway Quality in Colorado 2017,year,Year finished
Highway Quality in Colorado 2017,funcl,"Indicates the functional category and usage limitations of the segment of road, as defined by FHWA, and is broken down between rural and urban areas."
Highway Quality in Colorado 2017,county,Name of the county the road segment lies in
Highway Quality in Colorado 2017,ptyp,"Pavement Type Classifications: 1 - Asphalt, 2 - Asphalt over concrete, 3 - Concrete, 4 - Concrete over asphalt"
Highway Quality in Colorado 2017,trafz,"Traffic Classifications: 1 - Low (<0.3 million design equivalent single access load [ESAL]), 2 - Medium (0.3 - 3 million ESAL), 3 - High (3 - 10 million ESAL), 4 - Very High (10 - 30 million ESAL), 5 - Very Very High (> 30 million ESAL)"
Highway Quality in Colorado 2017,envz,"Climate Classifications: 1 - Very cool (< 81 degrees), 2 - Cool (81 - 88), 3 - Moderate (88 - 97), 4 - Hot (>97)"
Highway Quality in Colorado 2017,depth,"Thickness Classifications: 1 - Asphalt <4"" thick or Concrete <8"" thick, 2 - Asphalt <6"" thick or Concrete >=8"" thick, 3 - Asphalt >= 6"" thick"
Highway Quality in Colorado 2017,numlanes,Number of lanes in the road segment
Highway Quality in Colorado 2017,pgrp,"Pavement group, which is a combination of the pavement, traffic, and climate classifications. 1323 means Asphalt, High Traffic, Cool Environment, >= 6"" Thick"
Highway Quality in Colorado 2017,nhs,A Domained Value Element (NHSDesig: 0-9) used to identify whether the Road Segment is designated as being part of the National Highway System. Also contains the text value (added at the end)
Highway Quality in Colorado 2017,iri,International roughness index (IRI) correlates somewhat with human exposure to whole-body vibration in vehicles and thus to perceived ride quality reading for the surface condition in the Primary Direction of Travel. Scaled to a score of 1-100.
Highway Quality in Colorado 2017,rut,A value between 0 and 100 that is used to calculate Remaining Service Life for rutting. A value of 100 indicates .15 inch or less rutting. A value of 50 is the threshold that indicates no more remaining service life. This occurs at an average rut depth of .55 inches.
Highway Quality in Colorado 2017,fatg,The amount of fatigue normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2017,tran,The amount of transverse cracking normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2017,long,The amount of logitudinal cracking normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2017,crbk,The amount of corner breaks normalized on a scale of 0-100 (where 0 is the worst pavement in existence and 100 is a perfect pavement)
Highway Quality in Colorado 2017,dl,"The drivability life, which is the number of years a pavement has left until it is no longer an acceptable driving surface"
Highway Quality in Colorado 2017,dlidx,For CDOT internal use
Highway Quality in Colorado 2017,curve,For CDOT internal use
Highway Quality in Colorado 2017,mtcy,For CDOT internal use
Highway Quality in Colorado 2017,mtcd,For CDOT internal use
Highway Quality in Colorado 2017,cond,"Condition of the road: LOW, MODERATE, HIGH"
Restaurant Inspections in Boulder County,facilityid,Facility number associated with this facility
Restaurant Inspections in Boulder County,facilityname,Name of facility
Restaurant Inspections in Boulder County,siteaddress,Address of the site
Restaurant Inspections in Boulder County,streetnumber,Street number for the address of the site
Restaurant Inspections in Boulder County,streetdirection,Street direction for the address of the site
Restaurant Inspections in Boulder County,streetname,Street name for the address of the site
Restaurant Inspections in Boulder County,streettype,Street type for the address of the site
Restaurant Inspections in Boulder County,streetunit,Unit number or apartment number for the address of the site
Restaurant Inspections in Boulder County,city,City for the address of the site
Restaurant Inspections in Boulder County,state,Two-character abbreviation for the state of the site
Restaurant Inspections in Boulder County,zip,Zip code for the address of the site
Restaurant Inspections in Boulder County,typeoffacility,Description indicating the facility type
Restaurant Inspections in Boulder County,categoryoffacility,"Description indicating the category of facility, such as a Mobile, Grocery Store/Finished Foods, Fast Food/Limited Menu, etc"
Restaurant Inspections in Boulder County,inspectiontype,Type of Inspection
Restaurant Inspections in Boulder County,inspectiondate,Date of Inspection
Restaurant Inspections in Boulder County,violationcode,Code of violation
Restaurant Inspections in Boulder County,violation,Description of violation
Restaurant Inspections in Boulder County,violationpoints,The point value for a specific violation.
Restaurant Inspections in Boulder County,violationtype,Type of violation (‘C’ = ‘Critical’ or ‘N’ = ‘Non-Critical’)
Restaurant Inspections in Boulder County,violationstatus,"Status of violation (display as ‘OU’ = ‘Out’, ‘IN’ = “In’, ‘NO’ = “Not Observed’, ‘NA’ = ‘Not Applicable’, ‘FU’ = ‘Full’, ‘HA’ = ‘Half’)"
Restaurant Inspections in Boulder County,inspectionscore,For a scoring explanation of Active Managerial Control (AMC) inspections please refer to: https://assets.bouldercounty.org/wp-content/uploads/2018/02/info-on-amc-scoring.pdf For a scoring explanation of all other inspections please refer to: https://assets.bouldercounty.org/wp-content/uploads/2017/02/CalculateInspectionRatings.pdf
Restaurant Inspections in Boulder County,location,Geocoded location of site
Restaurant Inspections in Tri-County Colorado 2018,facilityid,ID number of the facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,recordid,ID number of the licensed inspector's program
Restaurant Inspections in Tri-County Colorado 2018,serialnumber,ID number of the licensed inspector
Restaurant Inspections in Tri-County Colorado 2018,servicedesc,Type of inspection
Restaurant Inspections in Tri-County Colorado 2018,pe,Building Capacity
Restaurant Inspections in Tri-County Colorado 2018,pedesc,Type of business with building capacity range
Restaurant Inspections in Tri-County Colorado 2018,category,Risk category
Restaurant Inspections in Tri-County Colorado 2018,description,Type of business
Restaurant Inspections in Tri-County Colorado 2018,county,County in which inspected business operates
Restaurant Inspections in Tri-County Colorado 2018,agency,Agency under which operating business is inspected
Restaurant Inspections in Tri-County Colorado 2018,programidentifier,Name of facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,siteaddress,Street address of facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,city,City of facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,st,State of facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,zip,Zip of facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,latitude,Latitude of facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,longitude,Longitude of facility selling consumable goods
Restaurant Inspections in Tri-County Colorado 2018,activitydate,Date of facility inspection
Restaurant Inspections in Tri-County Colorado 2018,_01a,Unapproved Source; No Shellfish Tags. Food must be purchased from suppliers who are properly inspected and/or licensed. All shellfish are sold with source tracking tags that must be retained for at least 90 days. All milk and egg products must be pasteurized. Category: Food Source
Restaurant Inspections in Tri-County Colorado 2018,_01b,"Unsound Condition; Damaged Cans; Raw Fish Not Frozen. Food must be in good condition, cannot be dirty, spoiled, or contaminated. Dented or otherwise damaged cans may not be stored with undented/undamaged cans. Raw fish must be frozen to kill parasites before it can be served raw (sushi). Category: Food Source"
Restaurant Inspections in Tri-County Colorado 2018,_01c,"Cross-contamination; Food Re-served. Foods that require no further cooking before serving must be protected from contamination from raw meats, poultry, or seafood. Shellfish from different lots cannot be mixed. Unwrapped foods cannot be reserved, and no meat, poultry, seafood, dairy products, cooked vegetables or cooked pasta may be re-served, whether packaged or not. Category: Food Source"
Restaurant Inspections in Tri-County Colorado 2018,_01d,"HACCP Plan. The packaging of foods by methods that remove or reduce oxygen inside the package, or otherwise modify the atmosphere inside the package, must be conducted following an approved procedure. Category: Food Source"
Restaurant Inspections in Tri-County Colorado 2018,_01e,Food Source: Date marking
Restaurant Inspections in Tri-County Colorado 2018,_01f,Food Source: Consumer advisory (7/1/13)
Restaurant Inspections in Tri-County Colorado 2018,_02a,"Infected Worker. Personnel with infections and/or communicable diseases may not handle food or the foodcontact surfaces of equipment or utensils, and may not work in areas that present the risk of disease transmission to other persons. Category: Personnel"
Restaurant Inspections in Tri-County Colorado 2018,_02b,"Infected Wounds. Employees with a wound or boil must wear a dry, waterproof, durable, tight fitting bandage and a single-use glove that shields the wound from contact with food and/or equipment. Category: Personnel"
Restaurant Inspections in Tri-County Colorado 2018,_02c,"Handwashing. Employees must thoroughly wash their hands before starting work, after smoking, eating, drinking, clearing tables, using the toilet, or any other activity that may contaminate their hands. The use of hand sanitizers may not be substituted for thorough hand washing. Category: Personnel"
Restaurant Inspections in Tri-County Colorado 2018,_02d,Common Towels; Inappropriate Sink; Fingernails; Minimal Hand Contact With Food. The handling of ready-to-eat foods with bare hands shall be minimized. Employees shall keep their fingernails clean and trimmed. The wiping of hands on cloth towels or aprons is prohibited. The washing of hands shall be performed in designated handwashing sinks only. Use singleuse gloves properly. Category: Personnel
Restaurant Inspections in Tri-County Colorado 2018,_02e,"Eating, Drinking, Smoking. Smoking, eating or drinking in food preparation or utensil washing areas is prohibited. Employee beverages shall be contained in clean, covered containers, and stored to prevent contamination of food, clean equipment, and utensils. Category: Personnel"
Restaurant Inspections in Tri-County Colorado 2018,_02f,Demonstration of Knowledge. Employees must be able to demonstrate knowledge of disease prevention for each task they perform. Employees are required to report to the person in charge when infected with a disease transmitted by the consumption of contaminated food. Category: Personnel
Restaurant Inspections in Tri-County Colorado 2018,_02g,Personnel: Preventing food contamination from bare hands
Restaurant Inspections in Tri-County Colorado 2018,_03a,Cooling. Foods requiring refrigeration after cooking shall be cooled to 41° F. within 6 hours. Category: Food Temp Control Critical
Restaurant Inspections in Tri-County Colorado 2018,_03b,Reheating. Refrigerated foods must be reheated to at least 165° F. within 2 hours. Category: Food Temp Control Critical
Restaurant Inspections in Tri-County Colorado 2018,_03c,"Hot PHF Not 135°F or More. Foods containing meats, dairy products, poultry, seafood, cooked vegetables, beans, rice, or pasta must be held hot at a temperature of at least 135° F, except for rare roast beef, which may be held at 130° F. Category: Food Temp Control Critical
Required Cooking Temperatures. All parts of poultry, poultry stuffing, stuffed meats or stuffings containing meat shall be heated/cooked to at least 165°F with no interruption; all parts of pork or food containing pork to at least 155°F; rare beef steak or rare roast beef to an internal temperature of at least 130°F; eggs and fish to an internal temperature of 145°F; ground beef/game meat to an internal temperature of 155°F; microwaved foods to an internal temperature of 165°F, unless otherwise ordered by the consumer. Category: Food Temp Control Critical"
Restaurant Inspections in Tri-County Colorado 2018,_03d,Cold PHF Not 41°F or Less. Foods requiring refrigeration must be held cold at a temperature of not more than 41° F. Category: Food Temp Control Critical
Restaurant Inspections in Tri-County Colorado 2018,_03e,No Product Thermometer. A long metal stem thermometer must be provided to determine proper food temperatures. Category: Food Temp Control Critical
Restaurant Inspections in Tri-County Colorado 2018,_03f,PHF Holding/Reheating Units. Sufficient equipment to maintain potentially hazardous foods at required temperatures must be provided. Category: Food Temp Control Critical
Restaurant Inspections in Tri-County Colorado 2018,_03g,Manual Sanitization. Utensils washed by hand in a 3-compartment sink must be sanitized by immersion in high temperature water or an approved sanitizer/water solution at the proper concentration.Category: Sanitizing Rinse
Restaurant Inspections in Tri-County Colorado 2018,_04a,Mechanical Sanitization. Utensils washed in a mechanical dishmachine must be sanitized by exposure to high temperature water or an approved sanitizer/water solution at the proper concentration.Category: Sanitizing Rinse
Restaurant Inspections in Tri-County Colorado 2018,_04b,"In-place Sanitization. Large, non-movable food-contact equipment must be sanitized by exposure to high temperature water or an approved sanitizer/water solution at the proper concentration. Category: Sanitizing Rinse"
Restaurant Inspections in Tri-County Colorado 2018,_04c,"Safe Water Source. Water from a safe, drinkable source shall be supplied to the establishment. Category: Water/Sewer/Plumbing"
Restaurant Inspections in Tri-County Colorado 2018,_05a,Hot/Cold Water Under Pressure. An adequate supply of hot and cold water shall be supplied to those fixtures that require them. Category: Water/Sewer/Plumbing
Restaurant Inspections in Tri-County Colorado 2018,_05b,Cross-Connections/Backflow Protection. The establishment’s drinking water supply shall be protected from contamination resulting from plumbing connections to undrinkable water or other substances. Category: Water/Sewer/Plumbing
Restaurant Inspections in Tri-County Colorado 2018,_05c,Sewage Disposal. Sewage and wastewater shall be disposed of in a sanitary sewer. Category: Water/Sewer/Plumbing
Restaurant Inspections in Tri-County Colorado 2018,_05d,"Adequate Toilet/Handwashing Facilities/ Metered Faucets. Handwashing sinks shall be provided in sufficient number and location to be readily accessible for handwashing, and shall be properly designed and installed. Category: Handwash Facilities"
Restaurant Inspections in Tri-County Colorado 2018,_06a,"Lavatory Accessibility/Use. Handsinks shall be used for no other purpose than to wash hands, and must be available for use at all times. Category: Handwash Facilities"
Restaurant Inspections in Tri-County Colorado 2018,_06b,Soap/Drying Devices. Soap and approved drying device shall be provided at all handsinks at all times. Category: Handwash Facilities
Restaurant Inspections in Tri-County Colorado 2018,_06c,"Presence of Insects/Rodents/Other Pests. Control measures shall be employed to minimize the presence of insects, rodents, and other pests within and about the establishment. Category: Pest Control"
Restaurant Inspections in Tri-County Colorado 2018,_07a,"Pesticide Application. Only approved pesticides may be used for pest control in retail food establishments. Category: Pest Control
Animals Excluded. Live animals are not permitted within retail food establishments, except for edible fish, crustacea, shellfish, or fish in aquariums. Guide or service animals assisting handicapped persons are permitted in customer and office areas. Category: Pest Control
Toxics Storage. Poisonous or toxic materials must be stored below or away from food and utensils, and reactive materials must be stored away from each other. Category: Poison/Toxic Items
Toxics Unlabeled. The contents of containers of toxic materials must be identified. Category: Poison/Toxic Items
Sanitizer Too High/Unapproved Toxics . Necessary toxic chemicals must be approved and used properly. Category: Poison/Toxic Items
Total critical violations for inspection codes 01a-08c
Total food borne illness risk critical violations for inspection codes 01a-08c
Food Labeling, Food Protection: Original container, properly labeled. Non-Critical
Food Labeling, Food Protection: Food protected from contamination. Non-Critical
Equipment Design, Construction: Food-contact surfaces. Non-Critical
Equipment Design, Construction: Nonfood-contact surfaces/. Non-Critical
Equipment Design, Construction: Dishwashing facilities. Non-Critical
Testing Devices: Refrigeration units provided with accurate, conspicuous thermometer. Non-Critical
Testing Devices: Dish machine provided with accurate thermometer and gauge cock. Non-Critical
Testing Devices: Chemical test kits provided and accessible. Non-Critical
Cleaning Of Equipment & Utensils: Food-contact surfaces. Non-Critical
Cleaning Of Equipment & Utensils: Nonfood-contact surfaces. Non-Critical
Cleaning Of Equipment & Utensils: Dishwashing operations. Non-Critical
Cleaning Of Equipment & Utensils: Wiping cloths. Non-Critical
Utensils, Single-Service Articles: Utensils provided, used, stored. Non-Critical
Utensils, Single-Service Articles: Single service articles stored, used. Non-Critical
Utensils, Single-Service Articles: No reuse of single-service articles. Non-Critical
Physical Facilities: Plumbing: installed, maintained. Non-Critical
Physical Facilities: Garbage and refuse. Non-Critical
Physical Facilities: Floors, walls, and ceilings. Non-Critical
Physical Facilities: Lighting. Non-Critical
Physical Facilities: Ventilation. Non-Critical
Physical Facilities: Locker rooms. Non-Critical
Physical Facilities: Premises maintained. Non-Critical
Physical Facilities: Separation of living, laundry. Non-Critical
Physical Facilities: Restroom facilities. Non-Critical
Other Operations: Personnel: clean clothes, hair restraints, authorized. Non-Critical
Other Operations: Linen properly stored. Non-Critical
Total non-critical violations for inspection codes 09a-15b
BFN
Type of license issued
Status of license issued
Sub-type of license issued
Expiration date of license issued
Name of license holder
Address of entity holding license
Sequential unique whole numbers that are automatically generated
Arbitrary sequential number for districts determined by IPP
Is the District boundary Active"" or ""Historical""?"
Restaurant Inspections in Tri-County Colorado 2018,_07b,District Name per Creation Ordinance
Restaurant Inspections in Tri-County Colorado 2018,_07c,Where did the feature come from. Was it mapped by survey or did it come from an existing feature class
